model_code,sku,productidweb,category_code,brand,SIM,Thực hiện cuộc gọi,"Chuẩn chống nước, bụi",Dung lượng pin,Cổng sạc,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Ngang,Dày,Khối lượng máy,Chip xử lý (CPU),Hệ điều hành,Kết nối,Chất liệu thân vỏ,Phụ kiện đi kèm,Wifi,Thẻ nhớ,Tốc độ CPU,RAM,Chip đồ họa (GPU),Bluetooth,"Cổng tai nghe, headphone",Tính năng đặc biệt,Ghi âm,Radio,Loại pin,Công nghệ pin,Hỗ trợ sạc tối đa,Dung lượng lưu trữ,Dung lượng khả dụng,Quay phim,Tính năng camera sau,Tính năng camera trước,Mạng di động,GPS,giá gốc,giá khuyến mãi,khuyến mãi quà
189993,2440931000715,325505,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000717,325505,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000704,325501,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000705,325501,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000703,325501,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000706,325501,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000710,325502,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000709,325502,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000708,325502,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000707,325502,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
177058,2440931000698,320992,30,OPPO,1 Nano SIM,Có,Không,8000 mAh,Type-C,01/2024,IPS LCD,"11.4""",,255,188,6,538,MediaTek Helio G99 8 nhân,Android 13,OTG,"Khung kim loại & Mặt lưng kính, nhôm",33,Dual-band | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 1 TB",2.2 GHz,8 GB,Mali-G57 MC2,LE | A2DP | v5.2,Type-C,Đa cửa sổ | Mở khóa bằng khuôn mặt | Chạm 2 lần tắt/mở màn hình | Trợ lý ảo Google | Âm thanh Dolby Atmos | 4 loa | Âm thanh Hi-Res Audio | Thanh bên thông minh | Ứng dụng kép (Nhân bản ứng dụng) | Khoá ứng dụng,Có,Không có,Li-Po,SUPERVOOC | Tiết kiệm pin | Siêu tiết kiệm pin,33 W,128 GB,109,HD 720p@30fps | FullHD 1080p@30fps,Tự động lấy nét | HDR | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Chống rung EIS | Làm đẹp | Camera AI | Chụp hẹn giờ | Quét tài liệu | Nhãn dán (AR Stickers) | Quét mã QR | Bộ lọc màu,Hẹn giờ chụp | Flash màn hình | HDR | Quay video Full HD | Trôi nhanh thời gian (Time Lapse) | Quay video HD | Xóa phông | Nhãn dán (AR Stickers) | Toàn cảnh (Panorama) | Làm đẹp,Hỗ trợ 4G,GALILEO | GLONASS | GPS | BDS,7850000,7650000,"Thu cũ đổi mới: Trợ giá đến 2,000,000đ (Không kèm ưu đãi học sinh, sinh viên, cổng thanh toán, mua kèm) Xem chi tiết | Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
177058,2440931000699,322613,30,OPPO,Không có,Không có,Không,8000 mAh,Type-C,01/2024,IPS LCD,"11.4""",,255,188,6,538,MediaTek Helio G99 8 nhân,Android 13,OTG,"Khung kim loại & Mặt lưng kính, nhôm",33,Dual-band | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 1 TB",2.2 GHz,6 GB,Mali-G57 MC2,LE | A2DP | v5.2,Type-C,Đa cửa sổ | Mở khóa bằng khuôn mặt | Chạm 2 lần tắt/mở màn hình | Trợ lý ảo Google | Âm thanh Dolby Atmos | 4 loa | Âm thanh Hi-Res Audio | Thanh bên thông minh | Ứng dụng kép (Nhân bản ứng dụng) | Khoá ứng dụng,Có,Không có,Li-Po,SUPERVOOC | Tiết kiệm pin | Siêu tiết kiệm pin,33 W,128 GB,109,HD 720p@30fps | FullHD 1080p@30fps,Tự động lấy nét | HDR | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Chống rung EIS | Làm đẹp | Camera AI | Chụp hẹn giờ | Quét tài liệu | Nhãn dán (AR Stickers) | Quét mã QR | Bộ lọc màu,Hẹn giờ chụp | Flash màn hình | HDR | Quay video Full HD | Trôi nhanh thời gian (Time Lapse) | Quay video HD | Xóa phông | Nhãn dán (AR Stickers) | Toàn cảnh (Panorama) | Làm đẹp,Không có,GALILEO | GLONASS | GPS | BDS,6570000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
188271,2440931000701,322134,30,Samsung,1 Nano SIM,Có,Không,7040 mAh,Type-C,04/2024,TFT LCD,"10.4""",,244,154,7,467,Exynos 1280 8 nhân,Android 14,,Kim loại nguyên khối,Không,Dual-band | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 1 TB",2 nhân 2.4 GHz & 6 nhân 2 GHz,4 GB,Mali-G68,v5.3,3.5 mm,Đa cửa sổ | Mở khóa bằng khuôn mặt | Samsung DeX (Giao diện tương tự PC) | Trợ lý ảo Google | Trợ lý Samsung Bixby | Kết nối bút S Pen | Âm thanh Dolby Atmos | Loa kép | Không gian thứ hai (Thư mục bảo mật) | Ứng dụng kép (Dual Messenger) | Mở rộng bộ nhớ RAM | Thanh bên thông minh | Âm thanh AKG,Có,Không,Li-Po,Tiết kiệm pin,15 W,64 GB,48,HD 720p@30fps | FullHD 1080p@30fps,Xóa phông | Tự động lấy nét | HDR | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Chụp hẹn giờ | Quét mã QR | Chuyên nghiệp (Pro) | Bộ lọc màu,Hẹn giờ chụp | Flash màn hình | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông | Làm đẹp,Hỗ trợ 4G,GALILEO | QZSS | GLONASS | GPS | BDS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
188271,2440931000700,322134,30,Samsung,1 Nano SIM,Có,Không,7040 mAh,Type-C,04/2024,TFT LCD,"10.4""",,244,154,7,467,Exynos 1280 8 nhân,Android 14,,Kim loại nguyên khối,Không,Dual-band | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,"Micro SD, hỗ trợ tối đa 1 TB",2 nhân 2.4 GHz & 6 nhân 2 GHz,4 GB,Mali-G68,v5.3,3.5 mm,Đa cửa sổ | Mở khóa bằng khuôn mặt | Samsung DeX (Giao diện tương tự PC) | Trợ lý ảo Google | Trợ lý Samsung Bixby | Kết nối bút S Pen | Âm thanh Dolby Atmos | Loa kép | Không gian thứ hai (Thư mục bảo mật) | Ứng dụng kép (Dual Messenger) | Mở rộng bộ nhớ RAM | Thanh bên thông minh | Âm thanh AKG,Có,Không,Li-Po,Tiết kiệm pin,15 W,64 GB,48,HD 720p@30fps | FullHD 1080p@30fps,Xóa phông | Tự động lấy nét | HDR | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Chụp hẹn giờ | Quét mã QR | Chuyên nghiệp (Pro) | Bộ lọc màu,Hẹn giờ chụp | Flash màn hình | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông | Làm đẹp,Hỗ trợ 4G,GALILEO | QZSS | GLONASS | GPS | BDS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
